-1.015812873840332031e+00,8.282198905944824219e+00,-6.819778680801391602e-01
-1.015895009040832520e+00,8.317579269409179688e+00,-6.935781836509704590e-01
-1.022387742996215820e+00,8.211935997009277344e+00,-5.607883334159851074e-01
-9.917044639587402344e-01,8.223158836364746094e+00,-1.663134336471557617e+00
-9.960446953773498535e-01,8.192612648010253906e+00,-1.622346639633178711e+00
-1.004020690917968750e+00,8.220560073852539062e+00,-1.658142447471618652e+00
-9.947266578674316406e-01,8.223852157592773438e+00,-1.664791226387023926e+00
-9.747555255889892578e-01,8.213916778564453125e+00,-1.650367140769958496e+00
-1.011090993881225586e+00,8.282756805419921875e+00,-7.654769420623779297e-01
-1.013569474220275879e+00,8.187713623046875000e+00,-1.595119953155517578e+00
-1.000264644622802734e+00,8.185836791992187500e+00,-1.613168835639953613e+00
-1.014198660850524902e+00,8.192319869995117188e+00,-1.589672446250915527e+00
-9.931605458259582520e-01,8.223070144653320312e+00,-1.662351131439208984e+00
-1.072701573371887207e+00,8.188927650451660156e+00,-1.462135910987854004e+00
-1.124032378196716309e+00,8.554559707641601562e+00,-8.478316664695739746e-01
-1.140689730644226074e+00,8.565137863159179688e+00,-8.765860795974731445e-01
-1.142703533172607422e+00,8.528669357299804688e+00,-8.817717432975769043e-01
-1.245943427085876465e+00,8.794932365417480469e+00,-4.566442966461181641e-01
-1.166195392608642578e+00,8.706624031066894531e+00,-8.262660503387451172e-01
-1.141762256622314453e+00,8.645083427429199219e+00,-7.919901013374328613e-01
-7.532371282577514648e-01,5.396049976348876953e+00,-1.252832412719726562e+00
-7.185650467872619629e-01,5.372080326080322266e+00,-1.324493885040283203e+00
-1.128795623779296875e+00,9.144934654235839844e+00,-2.457527667284011841e-01
-4.666762053966522217e-01,5.408232688903808594e+00,-1.590722918510437012e+00
-3.000233769416809082e-01,5.464040756225585938e+00,-1.678298234939575195e+00
3.293524682521820068e-01,4.964415550231933594e+00,-1.637667298316955566e+00
-1.098843693733215332e+00,9.097723960876464844e+00,-4.046809971332550049e-01
1.624822378158569336e+00,3.996919870376586914e+00,1.386520385742187500e+00
1.604347586631774902e+00,4.021544456481933594e+00,1.433514952659606934e+00
-1.158818483352661133e+00,9.108175277709960938e+00,-4.968158006668090820e-01
-2.565796852111816406e+00,7.342784881591796875e+00,1.052579522132873535e+00
-1.097782254219055176e+00,9.274945259094238281e+00,-2.058476358652114868e-01
-5.769799351692199707e-01,8.138078689575195312e+00,1.339922666549682617e+00
-3.339485406875610352e+00,8.402841567993164062e+00,2.790044248104095459e-01
-1.034705162048339844e+00,9.138689994812011719e+00,-3.608800470829010010e-01
-1.043575167655944824e+00,9.202811241149902344e+00,-2.993104755878448486e-01
-1.091618776321411133e+00,5.384694576263427734e+00,-9.069967269897460938e-01
-2.510361909866333008e+00,1.018762874603271484e+01,2.255958020687103271e-01
-1.724180936813354492e+00,9.751088142395019531e+00,-9.083911776542663574e-01
-1.752920150756835938e+00,9.874759674072265625e+00,-9.669662117958068848e-01
1.817836523056030273e+00,3.288409233093261719e+00,1.181805878877639771e-01
1.768421173095703125e+00,3.553532600402832031e+00,2.499476522207260132e-01
1.787767529487609863e+00,3.590109586715698242e+00,2.982293665409088135e-01
1.760702490806579590e+00,3.604982614517211914e+00,2.825512290000915527e-01
1.800827860832214355e+00,3.265508413314819336e+00,1.323761641979217529e-01
1.795815348625183105e+00,3.612026691436767578e+00,3.188301920890808105e-01
-1.332195520401000977e+00,1.002176570892333984e+01,-2.696453332901000977e+00
-1.314454078674316406e+00,1.003213977813720703e+01,-2.696434974670410156e+00
-1.313639760017395020e+00,1.003159141540527344e+01,-2.697219610214233398e+00
1.755709290504455566e+00,3.603554010391235352e+00,3.059651851654052734e-01
-2.611516475677490234e+00,7.648882865905761719e+00,-1.780015587806701660e+00
