-4.393829345703125000e+00,-2.713534116744995117e+00
-4.958167076110839844e+00,-2.646100044250488281e+00
-4.803776264190673828e+00,-3.049594640731811523e+00
-5.231133460998535156e+00,-2.127473592758178711e+00
-5.310750484466552734e+00,-2.369871854782104492e+00
-5.159869670867919922e+00,-2.248128414154052734e+00
-4.984570026397705078e+00,-2.025823116302490234e+00
-4.912170886993408203e+00,-2.301830053329467773e+00
-4.826915264129638672e+00,-2.403947591781616211e+00
-5.088592529296875000e+00,-2.100837230682373047e+00
-5.041197776794433594e+00,-2.156200647354125977e+00
-5.252778530120849609e+00,-1.857089757919311523e+00
-5.388165950775146484e+00,-2.287508010864257812e+00
-5.278238296508789062e+00,-2.241497516632080078e+00
-5.315246582031250000e+00,-2.654101610183715820e+00
-5.113375663757324219e+00,-2.574817180633544922e+00
-5.343407630920410156e+00,-2.700629949569702148e+00
-4.865397453308105469e+00,-2.979252099990844727e+00
-5.503574848175048828e+00,-2.962447643280029297e+00
-5.324273586273193359e+00,-3.025905609130859375e+00
-4.109904766082763672e+00,-5.414024591445922852e-01
-3.811544656753540039e+00,-2.571629583835601807e-01
-5.356810569763183594e+00,-3.504570960998535156e+00
-4.279045581817626953e+00,-3.920839726924896240e-01
-4.010956287384033203e+00,-9.939492344856262207e-01
-5.232533931732177734e+00,-1.803397297859191895e+00
-5.404218673706054688e+00,-3.418318986892700195e+00
-5.672270298004150391e+00,-2.881894707679748535e-01
-4.347068786621093750e+00,2.773422002792358398e-01
-5.883129596710205078e+00,-3.457941055297851562e+00
-5.083031654357910156e+00,-3.223731517791748047e-01
-6.352219104766845703e+00,-3.752396345138549805e+00
-4.490925312042236328e+00,-3.206390857696533203e+00
-6.104260444641113281e+00,-3.534764051437377930e+00
-5.842034816741943359e+00,-3.741925477981567383e+00
-6.073765754699707031e+00,-3.747230529785156250e+00
-2.893841743469238281e+00,-7.232814431190490723e-01
-7.944452285766601562e+00,-2.329212903976440430e+00
-7.411283493041992188e+00,-3.719142198562622070e+00
-8.382316589355468750e+00,-3.826029539108276367e+00
-5.397928714752197266e+00,3.654170632362365723e-01
-5.912029743194580078e+00,5.278921127319335938e-01
-6.285732746124267578e+00,3.963048756122589111e-01
-6.099604129791259766e+00,2.957591712474822998e-01
-5.423804759979248047e+00,6.186184883117675781e-01
-6.319653511047363281e+00,4.150964021682739258e-01
-6.263723850250244141e+00,3.925051391124725342e-01
-6.200630664825439453e+00,5.805026888847351074e-01
-5.823936939239501953e+00,6.701713204383850098e-01
-5.864149093627929688e+00,6.503624320030212402e-01
-4.210536956787109375e+00,-4.733963966369628906e+00
-5.914569854736328125e+00,-1.534605026245117188e+00
-6.176734447479248047e+00,-4.304466724395751953e+00
-6.666626453399658203e+00,-4.194159507751464844e+00
-8.570530891418457031e+00,5.784666538238525391e-02
-5.156009674072265625e+00,-4.993625640869140625e+00
-6.832178115844726562e+00,-2.730891942977905273e+00
-3.659983634948730469e+00,-3.639930248260498047e+00
-5.152030944824218750e+00,-4.406721591949462891e+00
-6.325125217437744141e+00,-4.472088813781738281e+00
-4.446198463439941406e+00,-4.193779945373535156e+00
-7.701435565948486328e+00,-3.415866136550903320e+00
-6.324599266052246094e+00,-2.971741437911987305e+00
-5.908415794372558594e+00,-3.488819360733032227e+00
-7.108952522277832031e+00,-2.785239458084106445e+00
-5.404116153717041016e+00,-3.286585569381713867e+00
-6.014444351196289062e+00,-2.570855617523193359e+00
-7.080835819244384766e+00,-2.466923236846923828e+00
-7.714804649353027344e+00,-1.437255740165710449e+00
-5.747083663940429688e+00,-3.340565443038940430e+00
-7.587195873260498047e+00,-3.800144433975219727e+00
-5.915945529937744141e+00,-4.249752521514892578e+00
-6.427027225494384766e+00,-3.745737314224243164e+00
-5.348652839660644531e+00,-3.703830718994140625e+00
-6.011280059814453125e+00,-3.828215599060058594e+00
-6.214814186096191406e+00,-6.029060840606689453e+00
-5.683799743652343750e+00,-3.186756610870361328e+00
-7.029561042785644531e+00,-3.232369661331176758e+00
-7.830378532409667969e+00,-3.692390620708465576e-01
-5.925442218780517578e+00,-2.994516134262084961e+00
-6.314532756805419922e+00,-3.603040456771850586e+00
-3.999635934829711914e+00,-3.420684576034545898e+00
-6.577455520629882812e+00,3.838265538215637207e-01
-6.071010112762451172e+00,-4.122015953063964844e+00
-7.342601299285888672e+00,-4.064762592315673828e+00
-5.476552009582519531e+00,-3.991523027420043945e+00
-3.169764995574951172e+00,-3.755007266998291016e+00
-6.593711853027343750e+00,-4.217453956604003906e+00
-5.433992385864257812e+00,-3.740483760833740234e+00
-4.361961364746093750e+00,-4.681760311126708984e+00
-5.250080585479736328e+00,-3.455537319183349609e+00
-5.296895027160644531e+00,-3.805946826934814453e+00
-7.270908832550048828e+00,-3.314570665359497070e+00
-7.294610023498535156e+00,-3.619328737258911133e+00
-7.499906063079833984e+00,-3.717878103256225586e+00
-7.273041725158691406e+00,-4.494883060455322266e+00
-7.244267940521240234e+00,-3.503870010375976562e+00
-5.610540390014648438e+00,-3.847782135009765625e+00
-6.084300518035888672e+00,-4.065830230712890625e+00
-3.882857084274291992e+00,-3.998172998428344727e+00
-6.204434871673583984e+00,-4.297618865966796875e+00
-7.924061775207519531e+00,-2.045567274093627930e+00
-5.642947196960449219e+00,-2.995813846588134766e+00
-7.247697353363037109e+00,-4.208162784576416016e+00
-7.708095550537109375e+00,-3.518184900283813477e+00
-6.017285823822021484e+00,-4.289057254791259766e+00
-8.286452293395996094e+00,-3.327375054359436035e-01
-5.693022251129150391e+00,-4.622171878814697266e+00
-5.559970855712890625e+00,-4.206955432891845703e+00
-5.033606529235839844e+00,-3.905211687088012695e+00
-3.624514341354370117e+00,-3.374648571014404297e+00
-7.390682220458984375e+00,-4.082569599151611328e+00
-4.514531612396240234e+00,-3.954182624816894531e+00
-4.827935218811035156e+00,-2.990557670593261719e+00
-6.065691471099853516e+00,-1.297803282737731934e+00
-4.716428279876708984e+00,-2.594521999359130859e+00
-5.377776622772216797e+00,-4.175677776336669922e+00
-5.858077526092529297e+00,-2.671396255493164062e+00
-6.165277004241943359e+00,-4.183641910552978516e+00
-7.562489986419677734e+00,-3.252925872802734375e+00
-6.881355762481689453e+00,-3.499924898147583008e+00
-6.916186809539794922e+00,-3.390735387802124023e+00
-7.594038009643554688e+00,-2.487764835357666016e+00
-6.930078983306884766e+00,-2.770959615707397461e+00
-6.638799190521240234e+00,-3.758901119232177734e+00
-5.057385921478271484e+00,-3.758855104446411133e+00
-6.236849308013916016e+00,-3.526686668395996094e+00
-7.425259590148925781e+00,-4.374149799346923828e+00
-6.256663799285888672e+00,-3.339766502380371094e+00
-5.679866313934326172e+00,-4.334102153778076172e+00
-6.656303405761718750e+00,-3.902757406234741211e+00
-6.007954597473144531e+00,-4.568660259246826172e+00
-4.041689395904541016e+00,-2.892262220382690430e+00
-2.211030483245849609e+00,-3.276435852050781250e+00
-5.769040107727050781e+00,-4.403089046478271484e+00
-6.222931385040283203e+00,-4.941493511199951172e+00
-6.665261268615722656e+00,-4.363987922668457031e+00
-5.172300815582275391e+00,-3.417625427246093750e+00
-5.752825736999511719e+00,-2.809212446212768555e+00
-7.598382472991943359e+00,-1.303650021553039551e+00
-5.293326377868652344e+00,-1.871653437614440918e+00
-4.814974784851074219e+00,-3.194407939910888672e+00
-5.429869651794433594e+00,-3.618608713150024414e+00
-4.546224117279052734e+00,-3.296655416488647461e+00
-7.833691596984863281e+00,-3.151738166809082031e+00
-6.956071853637695312e+00,-3.194730997085571289e+00
-6.211040496826171875e+00,-3.629299879074096680e+00
-4.862147331237792969e+00,-3.104220390319824219e+00
-4.825772762298583984e+00,-2.945371389389038086e+00
-8.888931274414062500e+00,-2.808188199996948242e+00
-3.566415548324584961e+00,-3.735488176345825195e+00
-4.072183132171630859e+00,-3.532392978668212891e+00
-7.135717868804931641e+00,-2.742321252822875977e+00
-5.727824211120605469e+00,-1.544378638267517090e+00
-5.059521675109863281e+00,1.696955204010009766e+00
-7.361376285552978516e+00,1.801024556159973145e+00
-6.590369224548339844e+00,5.963984727859497070e-01
-4.991495609283447266e+00,-3.106124162673950195e+00
-5.735768795013427734e+00,-3.013181924819946289e+00
-4.393808841705322266e+00,-8.274904489517211914e-01
-6.678218364715576172e+00,-9.904623031616210938e-01
-6.280282497406005859e+00,-2.061197042465209961e+00
-6.532488822937011719e+00,-6.675880551338195801e-01
-5.096337795257568359e+00,4.936706125736236572e-01
-3.772577762603759766e+00,-1.991372346878051758e+00
-4.830927848815917969e+00,-1.544448852539062500e+00
-4.832678794860839844e+00,-6.365478038787841797e-01
-5.601162910461425781e+00,-2.436887025833129883e+00
-2.683205366134643555e+00,-1.999590277671813965e+00
