3.480108022689819336e+00,1.049278497695922852e+00,7.679568290710449219e+00
3.659456491470336914e+00,2.145027369260787964e-01,8.147741317749023438e+00
3.510769605636596680e+00,1.022410035133361816e+00,7.659248352050781250e+00
3.806807756423950195e+00,-4.254702031612396240e-01,8.779902458190917969e+00
3.771634578704833984e+00,-3.984400331974029541e-01,8.727952003479003906e+00
3.821128129959106445e+00,-4.676818847656250000e-01,8.789048194885253906e+00
3.784540891647338867e+00,-4.092600047588348389e-01,8.769555091857910156e+00
3.813455343246459961e+00,-4.402232170104980469e-01,8.752290725708007812e+00
3.694601535797119141e+00,-1.018690690398216248e-02,8.206280708312988281e+00
3.830704927444458008e+00,-4.808398485183715820e-01,8.755734443664550781e+00
3.731351375579833984e+00,-4.959374964237213135e-01,8.711771965026855469e+00
3.674226284027099609e+00,-3.841540217399597168e-01,8.718954086303710938e+00
3.827408075332641602e+00,-6.177350282669067383e-01,8.887712478637695312e+00
4.265034675598144531e+00,-1.683394908905029297e+00,9.356842041015625000e+00
3.461890220642089844e+00,-2.997869551181793213e-01,8.462787628173828125e+00
3.506069660186767578e+00,-1.413487344980239868e-01,8.440419197082519531e+00
3.477745056152343750e+00,-1.330292671918869019e-01,8.465490341186523438e+00
3.188976526260375977e+00,2.331441193819046021e-01,8.318180084228515625e+00
3.611171483993530273e+00,-4.312221705913543701e-01,8.546822547912597656e+00
2.698877334594726562e+00,1.479408383369445801e+00,7.754097461700439453e+00
2.787107467651367188e+00,4.045443236827850342e-01,7.825479984283447266e+00
1.976737141609191895e+00,3.463353395462036133e+00,7.245710372924804688e+00
3.008507728576660156e+00,8.265264630317687988e-01,8.113618850708007812e+00
2.117157936096191406e+00,2.059905529022216797e+00,7.114011287689208984e+00
2.986470222473144531e+00,2.568645477294921875e-01,7.763605117797851562e+00
3.696534872055053711e+00,-1.289743781089782715e+00,8.662965774536132812e+00
2.798844814300537109e+00,1.541665554046630859e+00,7.673174858093261719e+00
1.501093983650207520e+00,3.633495330810546875e+00,7.803149223327636719e+00
1.502847671508789062e+00,3.624801874160766602e+00,7.785314083099365234e+00
4.254112720489501953e+00,-1.193433880805969238e+00,8.338339805603027344e+00
1.821649670600891113e+00,2.588458299636840820e+00,7.781998157501220703e+00
4.496536254882812500e+00,-8.878835439682006836e-01,7.707808017730712891e+00
3.627573966979980469e+00,-9.226449728012084961e-01,8.452950477600097656e+00
4.546646118164062500e+00,-7.613608241081237793e-01,7.523850440979003906e+00
4.552282810211181641e+00,-7.409848570823669434e-01,7.498877048492431641e+00
4.546350955963134766e+00,-7.815372943878173828e-01,7.541915893554687500e+00
2.082885503768920898e+00,3.516178846359252930e+00,7.412598133087158203e+00
7.019984722137451172e+00,-3.989228248596191406e+00,1.096462726593017578e+01
6.260164260864257812e+00,-3.595338344573974609e+00,1.044209957122802734e+01
7.157162189483642578e+00,-3.968333482742309570e+00,1.136587333679199219e+01
6.580935955047607422e+00,-3.453713655471801758e+00,1.187567329406738281e+01
1.550128459930419922e+00,2.045424938201904297e+00,1.080325412750244141e+01
2.286202669143676758e+00,8.155420422554016113e-01,1.057588672637939453e+01
1.639207005500793457e+00,1.940281391143798828e+00,1.080821609497070312e+01
6.833581447601318359e+00,-3.537650823593139648e+00,1.205120372772216797e+01
1.918921589851379395e+00,1.483778715133666992e+00,1.075141811370849609e+01
6.792611598968505859e+00,-3.601235866546630859e+00,1.193190479278564453e+01
6.804099559783935547e+00,-3.586269617080688477e+00,1.195043563842773438e+01
6.811009407043457031e+00,-3.580128669738769531e+00,1.199904918670654297e+01
1.538374543190002441e+00,1.990873336791992188e+00,1.080450153350830078e+01
1.216964721679687500e+00,5.549092769622802734e+00,7.413135528564453125e+00
5.287685871124267578e+00,-3.258121252059936523e+00,1.079083347320556641e+01
4.219720363616943359e+00,-1.427405834197998047e+00,9.091203689575195312e+00
5.567393302917480469e+00,-3.100385904312133789e+00,9.890897750854492188e+00
6.812910079956054688e+00,-3.651475191116333008e+00,1.182783985137939453e+01
6.014538764953613281e+00,-3.423717498779296875e+00,9.936727523803710938e+00
